index,group,report_text
preciv280,0,"murder and lynching in monterey. we are informed by purser deane of the southerner, that an affray occurred on saturday night last in monterey, and ended in the death of one american and two spaniards. the difficulty began in a dance house, and officer hardworth endeavored to arrest the rioters. while in the discharge of his duty he was shot by a californian, and died instantly. on sunday morning the man who shot the officer was himself dangerously wounded in the abdomen with a charge of buckshot, and the opinion of his physician was that the wound would prove mortal. nevertheless, a mob was raised, judge lynch presided, the californian was doomed to die forthwith, dragged from his bed, and hung from the eaves of the house in which he committed the murder."
preciv281,0,"judge lynch hung a mexican in drytown on the 25th instance for the murder of a chinaman. he protested his innocence, but it did not avail."
preciv282,0,"douglass, which resulted in a violent confrontation. william ross was severely wounded, and douglass was killed. the mob, incited by the events, escalated to lynchings. william shackelford was hung, and a similar fate met john galloway. the crowd blamed samuel shackelford for the commotion and crimes, leading to more bloody events with other members of the shackelford clan. the community claims the right to stop such anarchy, but the efforts of peace officers were ineffectual."
preciv283,0,"at the scaffold he did not appear at all disconcerted, but moved about and talked as if the execution was a matter that did not concern him. this is the second public execution in conformity with the law that has taken place in this city. lynch law in san jose.-horrible transaction-the san jose telegraph of the 27th contains the following revolting account of those murders commonly distinguished by the term lynching: early on saturday morning a man was seen suspended by the neck from the limb of a tree in the southeastern part of the city. his hands were tied behind him; his tongue, discolored, was protruding from his mouth, and the whole appearance of the unfortunate victim of misguided justice indicated that he had been dead for an hour or two. on this terrible tragedy being communicated to justice murdoch, he repaired to the spot and summoned a jury of inquest who found that the name of the deceased was demetrio berreasta, whose residence was at the new almaden mines, in this county, and that he came by his death by being hung by the neck from the tree, with a rope, by persons to the jury unknown. demetrio berreasta, a young man of about 30 years of age, leaves a wife, three small children, a mother, and several brothers and sisters."
preciv283,1,"alexander w. mcclure, whose tragical death we recorded a few weeks ago. lynch law at greenwood valley.-the stockton republican is informed by a gentleman who had just arrived in that city from the above place that a young man, about twenty-five years of age, was hung by the citizens of greenwood for the murder of an old man, formerly his partner. the circumstances connected with this brutal affair are as follows: the two men had been in partnership for some time in the gardening business, but difficulty arising between them, they had harsh words which led to a separation. a division was made of the vegetable plot, the young man taking in his portion a plot of squashes, and the other a plot of pumpkins. a few days after the squash vines were destroyed by bugs, when the young man, to get even, destroyed the pumpkin vines of the old man."
preciv283,2,"he started back and with a large stone dashed the old man's head to pieces. he was arrested shortly after by some mexicans, who were in the house at the time, and taken before justice who remanded him to prison at coloma. on the way he was rescued from the sheriff by a party, and tried by lynch law, selecting twelve out of the crowd as jurors. after investigation, he was sentenced to be hung, which was duly carried into effect on the nearest convenient tree. murder at san antonio-two persons shot.-on monday night: a mexican named ebaras had a difficulty regarding a woman, with another mexican named antonio. ebaras, on sunday, challenged antonio, and told him if he did not fight him he would kill him."
preciv284,0,"a man by the name of nash had been sentenced to be hung for murder. a great crowd was collected to see the execution, but they were disappointed, inasmuch as the governor thought proper to commute his punishment to imprisonment for life. the populace resolved to lynch him and broke open the jail for that purpose, but on reaching him they found that he had committed self-murder by hanging."
preciv285,0,"asked some one. 'oh no, we didn't exactly kill him, such as cutting his throat, or putting lead in his hollow climbing, for that would have been taking the law into our own hands; but we gave him five hundred lashes, treated him to a coat of tar and feathers, made a clean crop of one ear, and swallow fork slit, under bit and half crop of the other, and put him out on a little island, up to his mouth in water, and the river rising a slam foot an hour.' not knowing but a similar fate might soon be mine, in agony with the cold sweat streaming over me, i listened to this infernal recital of an instance of the summary punishment termed lynch law which the unavailability of the proper law so often drove the earliest settlers to, and which unfortunately is not abolished. the sailor must again have moved his foot closer to the snake than agreeable, for its internal rattling again recommended, and this time clear, loud and continuous, to the tutored ear, indicating great danger, the prelude to a fatal spring. i shook off my lethargy, and shrieked out. 'don't move for your life!"
preciv286,0,"murder and lynch-law in texas - dr. linton, former surgeon in the united states navy, shot laredo, texas, recently. he was subsequently seized by a mob of united states soldiers and hung on a gallows erected upon the public plaza. the two men who were killed were achilles centre, italian, and bandmaster of the 9th regiment of infantry, and don pedro caera, mexican."
preciv287,0,"murder and lynching in texas.--two men shot by dr. linton, formerly of the u.s. navy-linton lynched.-we have learned from several persons who have recently arrived from laredo, that a most shocking affair occurred in that place about two weeks since. achilles centro, an italian, and don pedro carera, a mexican, were killed by dr. linton. the former was the band master of the 9th regiment of infantry, and the latter principal of the mexican maroma and it was during don pedro's exhibition that he was killed. there are various reports in circulation relative to this transaction, and the only definite conclusion we can arrive at from all the information received is, that two men were murdered without any apparent cause or provocation, and the murderer hung, under the solemn condemnation and sentence of his honor judge lynch. we have been informed that the difficulty by which three persons were launched into eternity grew out of an insult given by the doctor to the wife of the band master, who was present at the exhibition. the band master reprimanded the doctor for the insult, the latter retired for a moment, but immediately returned with his pistol, and in attempting to shoot centro, shot don pedro at the first fire, who had placed himself between the parties in endeavoring to quiet the disturbance. in the second shot he killed centro."
preciv287,1,"linton, it is said, was formerly a surgeon in the united states navy, and was on board the brig somers when spencer was hung. we believe that he was one of the witnesses who testified upon the trial of commander mckenzie on the part of the defense. since writing the above, we have been informed that the citizens of laredo had nothing to do with the lynching, it being altogether confined to the soldiers. after his execution, it is reported that the body was horribly mutilated by the soldiers--such was the intense excitement against the deceased."
preciv288,0,"the fellow, it will be recollected, had married a widow in lebanon, soon after which he prostituted her daughter, a young girl of only fifteen years. the st. louis republican, of the 17th, goes on to tell of the judge lynch doings: they at once proceeded to his house, but the fellow had firmly barricaded himself, and just as they were about to force the blockade, he offered to capitulate on certain conditions. the terms proposed by him were that he would let them in and submit to being tarred and feathered provided they would dispense with the other punishment proposed. this was finally agreed to, and the impatient mob was let in, when, to their astonishment, they found their victim ready for the sacrifice, with nothing on him but a pair of socks, while his naked state seemed particularly adapted to the eccentric costume which they proposed to fit him out with. the tar and feathers were at hand, and men willingly pitched in to give him his new suit."
preciv289,0,"next, the hunting, the torture, the burning are all natural enough. we do not expect a community embedded in negro slavery, living in the midst of dangers, to wait for the process of the law quick or slow in such an emergency. lynch law is inevitable. all we contend for is that negro burnings must take place in punishment for murder and rape in a community where the negro can nourish only revenge, fierce, wild, inhuman, as he hears the bay of the bloodhound set on his track and nought but bondage in prospect. we must look for hideous savagism worthy of original africa in crime and punishment under such a system and the responsibility of it lies primarily and supremely on those who maintain the inhuman relations of slave and owner."
preciv29,0,"the mails from below bring us intelligence that montgomery the chieftain of the free soil ruffians, who, under pretense of making kansas free state, robbed, murdered and pillaged that unhappy country in earlier days, has again organized his band, broken up the supreme court of the territory in session at fort scott, and lynched one of the citizens of that place. his avowed purpose in this new movement is to liberate all the slaves of southwestern missouri. this new outrage will serve to further embitter and excite the feeling in the southern states against the north, and further endanger the peace and safety of the union. though in itself it will not, we think, amount to much as the government has put old gen."
preciv293,0,"lynching.-we learn by gentleman from the american valley, that a case of lynching recently occurred at black hawk. it seems that jim catron, whose claim among others, we recently noticed as yielding a large profit, had saved his dust, run in debt for provisions, and borrowed various sums from different persons, until he concluded he had his pile and made up his mind to leave. he got as far as the mouth of nelson creek when he was overhauled by some of his creditors and taken back. he was advised to settle with those he was owing, and admit his ability to do so, but refused, stating that he would rather die than give up his money!"
preciv294,0,"the murder was the result of a drunken quarrel. a man named schwartz swiss, having stolen a horse at jackson, calaveras county, was pursued, arrested, taken back to where he committed the larceny, and hung march 22 upon the same tree that at different times six other men have been suspended from without judge or jury. the orderly citizens of the place were very much incensed at the proceedings of the mob, and the county judge issued warrants for the arrest of all parties connected with the lynching. in an affray at fiddletown, el dorado county, march, mr. w. baldwin was shot and instantly killed by a man named whitney. an attempt was made to lynch whitney, but he succeeded in securing the sheriff's protection, and is now awaiting trial. a few days ago about four hundred chinese, imperialists and rebels, engaged in a pitched battle in greenwood valley, el dorado county. after fighting several hours with sticks and stones, the imperialists ran. two were mortally wounded, and fifteen others received wounds more or less serious."
preciv295,0,"a man named cartwright was hung by a mob in washara county, wisconsin, in the latter part of february. it appears from correspondence of the marquette mercury, that a difficulty occurred between cartwright and a man named furman about a year ago, relative to the sixteenth section of land called the 'oasis,' in which the latter was killed. cartwright, having been in prison some time, was admitted to bail, and went home to his family. the friends of furman learning that he was in their midst determined to lynch him, and accordingly repaired to his house with that intention. he stationed himself at the head of the steps with a loaded musket, and as they came up fired, killing one man. they then retired to the outside and set fire to the house. he discharged a load of buckshot into the crowd, from the effects of which another died in the morning."
preciv296,0,"the recent case of lynch law. the recent case of lynch law at jackson has excited much feeling in calaveras county. the particulars, as given by the chronicle, are interesting. the chronicle says, that a horse was stolen from messrs. askee & evans, about a week since, and suspicion fell upon an individual who had been seen lurking about the place for some time."
preciv297,0,"mr. meagher has completed successful tour through the mining districts delivering his very eloquent lectures, here he leaves for new orleans by the steamer of today. a man named george taylor killed an indian in indian valley, without provocation; whereupon judge lynch summoned jury and tried, convicted, sentenced and forthwith hung taylor. robert scott convicted of murder at auburn has been sentenced to be hung on the 18th of march. b. gates was convicted of manslaughter in sacramento on the 18th."
preciv297,1,"he was straightway taken to pratt's cabin and hung upon the limb of a tree. the party then started to whom they were about to arrest when the whole spanish population in the neighborhood turned out in arms and determined that the chilean should not be taken except in due course of law. the spaniards were in the majority and had their way until a messenger went over to quartzburg and summoned up forty armed volunteers who arrived in couple of hours and gave the preponderance to the lynch party, who then conveyed him to pratt's cabin and hung him upon the tree with his accomplice. pratt was 60 years of age, native of maine and he'd lived in rhode island. on the 21st capt thompson, in charge of the state prison at casa madeira in marion county shot mr. murphy of san rafael."
preciv298,0,"it forgets that to all human things the law of limit applies, and it loses sight of the old saying that extremes meet. but to the point. the tribune of the 7th of february, with the view we presume of getting up among the northern people an excitement against their brethren of the south, and thus injuring the success of the nebraska bill published the following: 'a slave burned to death.- a mob was collected together and lynch court was held to determine what was best to be done with a negro who had the impudence to raise his hand against a white man. the lynch court decided that he should be burned at the stake. a natchez paper, the free trader, giving an account of it, says the negro was taken and chained to a tree immediately on the banks of the mississippi, on what is called union point. fagots were then collected and piled around him, to which he appeared quite indifferent. when the work was completed, he was asked what he had to say."
preciv299,0,"murder and lynching.- an old man by the name of pratt was murdered last week on the road from stockton to mariposa by a party of mexicans. the murderers were apprehended and hung on the limb of a tree, by the citizens, and their bodies left hanging, as a terror to those yellow assassins who have committed so many outrages in the southern mines."
preciv3,0,"wouldn't tell lie. - an incident was narrated recently, in the court of sessions, illustrating the veracity of the celestials. a miner's cabin was broken into and seven hundred dollars in coin and a watch stolen. very strong circumstances pointing to john, formerly in the employ of the injured party, as the thief he was seized and sentenced by judge lynch to be hanged till he confessed. under the sentence, john, protesting his innocence, was hauled some dozen times over a stout limb, but the last ascension proving too much for the celestial's fortitude, he owned up, and agreed to pilot his tormentors to the hidden booty, and did so. while the miners were unearthing the ill-gotten treasure, john looked on very plum, but when the last 'twenty' was exhumed, his countenance frightened, and slapping the leader of the choking inquisition triumphantly on the back, he exclaimed, 'you see, john, me no tell lie.' court of sessions - the motion for a new trial in the case of l."
preciv30,0,"t., nov. 1.-the times, of this city, publishes a letter from linn county, kansas, giving an account of a new outbreak in that region. at the date of the letter, one man named russell kinds, after trial by lynch law, had been hung and others ordered to leave the territory immediately. the cause of the outbreak is alleged to be attempts at kidnapping and threatening towards free state men by kinds and his associates. the american eagle dead.-the american eagle paper published at gordonsville, va, in its last issue, clothed in the weeds of mourning, announces its own demise and that of the union. hear it: the dissolution of the confederation of states, and the death of the american eagle, causes a feeling of parting sorrow, and makes this paper appear, in this the last hour of its existence, in the solemn garb of mourning."
preciv300,0,"disturbance at rabbit creek. a man, name unknown, was sometime since arrested for an attempt to violate the person of a little girl in that vicinity. he was subsequently rescued from the officers, tried before judge lynch, and sentenced to receive ten lashes on the bare back. justice burgess immediately issued warrants for the ringleaders of the mob and the constable, assembling some 50 men, proceeded to the spot, but was met with about the same number armed with revolvers. the officer beat retreat, and so matters stood when our informant left."
preciv301,0,"the communities of the north do not burn negroes nor can such deed be contemplated where slavery is not. the natchez free trader contains an account of a scene of this character, which was witnessed near that city but a few days ago. the slave, according to the account, struck a white man, and the people of that region, not waiting for justice to take its course inflicted lynch law. the victim was chained to a tree, fagots were placed around him. when the people had arranged the pile, in reply to a question if he had anything to say, he is reported to have warned all slaves to take example by him, and asked the prayers of those around. he then asked for a drink of water and after quaffing it said, 'now set fire, i am ready to go in peace.'"
preciv302,0,"we have no mining news of interest. miners complain bitterly of the dry weather, and pray continually for water. judge lynch visited us yesterday officially, and passed the sentence of the law upon john china, that was caught prospecting the cash drawer of one of our merchants. he received lashes on the bare back, then was handed over to the chinese and they at once cropped off his tail and a part of one ear, then sent him for the day consigned to the head of this state. i will, if you wish it, keep you advised of matters and things in this part of the state. yours truly, buck."
preciv303,0,"the account gives no names or dates, and the herald speaks of it as a horrible affair. a frenchman, who had killed a citizen, was arrested and placed in confinement by the legal authorities. some parties from greenhorn creek came over and took him from prison, gave him a lynch trial and hung him. he had been sick for some time, and it is said was partially deranged. the herald thus describes the closing scene: 'the trembling victim was led to a tree hard by, where stood a gallows, which had heretofore been used to trice up butchered cattle—a fit place, truly to consummate such a tragedy. then he was placed on horse and the rope adjusted to the tree."
preciv304,0,"chico no doubt would like to take up his winter quarters in the fort. in the gazette of the 10th, we find an account of the shooting of hugh n. smith, esq, and of the immediate execution of the shooter by virtue of lynch law. mr. smith did not die from his wounds although it was supposed to be inevitable and at the latest date was recovering. several citizens of unquestionable respectability were diverting themselves at a game of monte in a back room when the harmony of the amusement was disturbed by the entrance of a stranger, somewhat intoxicated, with a companion who seemed to be sober."
preciv305,0,"the yreka herald gives an account of a hanging affair which has recently taken place in yreka. no names or dates are given but it is spoken of as a most horrible tragedy. a frenchman who had killed a citizen was arrested and placed in confinement by the legal authorities when some parties from greenhorn creek came over and took him from prison, gave him lynch trial, and hung him. he had been sick for some time and was partially deranged."
preciv306,0,"a lynching affair - an insane frenchman killed a very estimable citizen of green horn creek, in siskiyou county last week. he was taken from the hands of the sheriff by a number of the friends of the deceased, and, after a sort of a trial, condemned and hung. it is but justice to state, that the parties who executed this summary punishment believed him to have been in the full possession of his senses when he committed the murder. the herald is very severe upon the lynchers. with that paper, we think there is but little or no necessity excuse for the necessity of lynch law in a county where the officers of justice are so efficient, as those of siskiyou have always proved to be."
preciv308,0,"addressed the assemblage for a few moments, and begged the people to obey the laws. mr. cofroth next addressed the multitude in support of the sheriff, and in opposition to lynch law. the tide at this time seemed to be turning in favor of the authorities, but the more clamorous of the crowd demanded that the trial should proceed. the jury was finally sworn, and the case was resumed. the assemblage appointed col."
preciv309,0,"a number of good-sized nuggets have been found during the fortnight, but none of extraordinary weight. a private expedition has gone out from stockton to survey tulare valley, east of the lake, for the purpose of colonization. three persons, two sonorians and one californian, accused of murder and robbery, hung by lynch law on the 9th instant, at san luis obispo. they were arrested, tried, and convicted by the citizens of los angeles, but the spanish citizens outnumbered in the meeting the americans, who wished to hang the prisoners. the meeting determined to send the prisoners to san luis obispo, where the crimes were committed. the prisoners were accordingly sent by the steamer goliah to that place, and immediately upon their arrival, they were seized and hung by a party of americans who were on the beach."
preciv31,0,"taylor and hampton are very dangerously, and it is believed by many, mortally wounded. wright, though suffering considerably, is not seriously injured. a portion of the participants in the affray were examined by judge holt, justice of the peace under the provisional government and bound over under $1,000 bonds each to appear before the district court of said government; but the people being dissatisfied with the action of the court, assembled and elected twenty-four men as jurors, and tried them, judge lynch presiding. the following was their verdict: 1--we, the jury find the following verdict: when walter taylor and charles hampton have recovered sufficiently in the estimation of their physicians, to travel, they shall be banished from new mexico and arizona, and if again caught within their limits be hung. col. sterten and mr."
preciv311,0,"lynch law in missouri--at richmond, mo, on the 18th ult., a man named winge was hung, by lynch law, by the populace for the murder of a very estimable citizen named allen. the county court, it appears, had granted change of venue, and soon as the prisoner, in the custody of the sheriff, was brought out of the courthouse, he was seized by the crowd; a rope was thrown over a convenient tree."
preciv312,0,"the greatest obstruction to navigation, even at this low stage of water, is the snags which are in the channel, and these are comparatively few and could be removed, it is estimated, at an expenditure of about one hundred thousand dollars. now, this is certainly a very trifling sum when we take into consideration the great advantages which will result from the successful navigation of the sacramento river at all seasons of the year. judge lynch made his appearance in town a few days ago for the purpose of sitting on a case wherein the people of the state of california, whose special representative he is, was plaintiff, and charley bell defendant. it appears that the defendant had become intoxicated and had entered a public house some time during the night in a suspicious manner, yet did not steal anything; but appearances being against him, he was arrested and examined before justice mix who committed him for trial. judge lynch, not being satisfied with this proceeding, took the prisoner from the officer who had him in custody and sentenced him to be publicly whipped and to leave town in twelve hours. those who executed the sentence seemed to enjoy it, from the manner in which they huzzaed—however, they appeared to have some sympathy for him as they gave him money for a few days' expenses, after which he left town; i should have said he was a colored man. judge lynch, no doubt, thinking this a very good opportunity to clear his docket, had sam vose, another colored man, brought before his honor for giving shelter and concealment to charley bell while the officers were in search of him. sam vose was also sentenced to be whipped, which was executed immediately; after which the judge retired for refreshments. since this time our town has been quiet except for a lawsuit now and then, which gives the pettifoggers an opportunity of blowing off their extra gas. there is some dissatisfaction caused here by the tax sale notices, which were put up by the sheriff; the men say they have never been called on for their taxes but have always been ready and willing to pay them since their property was assessed, and they think it unjust that they should be made to pay a heavy bill of costs when they have not been at fault in the matter."
preciv313,0,lynch law. the citizens of san luis obispo have hung five mexican bandits in the course of the past month.
preciv314,0,"lynched. on wednesday last, a chinaman who had been arrested at diamond springs on charge of grand larceny was whipped, had his queue cut off, and made to leave the town. it is said the prisoner was rescued from the authorities after the order of committal was made out by the magistrate."
preciv315,0,"it is reported, on good authority, that a gentleman and his two sons living on the stockton road, beyond san jose, caught two horse thieves, who were both hung by the people, under lynch law. one of the thieves was mexican and the other an american."
preciv316,0,"it is reported on good authority, that a gentleman and his two sons living on the stockton road, beyond san jose, caught two horse thieves, who were both hung by the people under lynch law. one of the thieves was a mexican and the other an american."
preciv317,0,"pea. wednesday a chilean was hung at jackson, by order of judge lynch, for being a party to numbering chinaman."
preciv318,0,"lynch law continues to prevail in california, although it has been banished from the precincts of the larger cities, and has retreated to the places and small towns. by the latest news we were informed of no less than five men having been hung by lynch law, in various parts of the state. one of these was a professional gambler, who quarreled with and killed a trader, with whom he was playing. two others robbed and murdered a couple of storekeepers at eureka, and the remaining two of the five were mexican horse thieves, who were executed summarily at monterey. in all of these cases the miserable wretches, who suffered the penalty of death for their crimes, were regularly tried by lynch court and jury, according to the forms and usages of genuine law, though rejecting the technicalities, and, curiously enough, one of the trials, that of eureka, lasted a whole week, clearly evincing that the lynchers were not so intent upon the punishment of the offenders as to deny them the justice of full hearing first."
preciv319,0,"to by the california papers just received, we observe that the name 'jones' figures rather too conspicuously in the criminal records of the colder state. near sacramento, one william x. jones, was hung under the auspices of judge lynch, for the murder, in a drunken frolic, of one mcgaffin. at nevada city, a man by the name of jones was sentenced to 18 months in the penitentiary, for involuntary manslaughter in the murder of a mexican woman. for reasons which may be appreciated by any parent who has had a son mysteriously absent or missing from the parental hearthstone for near five years, we would be obliged to any friend or contemporary in california that will furnish the editor of this paper with the christian name of the last named jones the one tried and convicted as above, at nevada city, in california by letter or otherwise. if the new york and california papers generally will publish the fact, or can obtain any information of john jones, now near 20 years old if alive, who suddenly and mysteriously disappeared from the town of hopewell, ontario co, ny, on the 10th day of june, 1848, they would confer a lasting favor upon his parents, and particularly upon his father, publisher of the wayne co."
preciv32,0,"man lynched in arkansas. - from the catahoula (la.) independent of wednesday last, we extract the following: we are informed that a man named ivy was left pendant to the limb of a tree in union county arkansas, last week. he was pursued thither by a company of our caldwell neighbors who have recently been attending to the issues in their parish. several negroes that had escaped from the parish were found in charge of ivy and from their confessions, coupled with other evidence, other white men residing in the parish were implicated in tampering with slaves and whipping, twenty-four hours' notice to depart, etc."
preciv320,0,"lynch law in the mountains.-a case of lynch law, not, however, of a very severe character, has lately occurred in woodstock, new hampshire. a letter from that place states the facts as follows: a man by the name of tucker, alias colonel, who has a wife and several fine children, took it into his head to make love to a young girl about two years since, and has from time to time, taken her on journeys with him, and on their return would leave her at the house of her father. finally, he informed his wife that he should live with her no longer, and took the girl to live with him. fiske & norcross, of lowell, have a large number of men near this place, during the winter season, cutting and hauling logs."
preciv321,0,"a child, which she held in her arms at the time, narrowly escaped a similar fate. the sufferer, though in extreme pain from the wounds, will probably recover. horse stealing-arrest of thief-more lynching.-the citizens of los angeles have suffered so severely in the loss of stock by thieves within the last year, that they are now extremely careful and vigilant. two men named smith and williams, were connected with a band of professional horse thieves; they proposed to one price to join them in their depredations; he feigned acquiescence but informed the citizens of the facts, and told them where the rendezvous was to take place. at the hour appointed, a party of americans, well-armed, proceeded to the place designated; price had preceded them and when the party came up the three were together, the two thieves saddling up the horses which they had stolen, and the other pretending to be about something else. the pursuing party came upon them unobserved, and one of them bursting upon the ground, discharged his pistol."
preciv321,1,"williams escaped, but smith was followed to the house in which he had taken refuge, and captured. it was first intended to try and hang the prisoner at once, but a proposal to bring him to town prevailed, and he was brought in on sunday and placed in jail. a lynch trial being thought by some persons in town, the best for his case, and no one appearing to oppose it very strenuously, in obedience to notices previously posted up, small number of persons met on tuesday who, taking the prisoner from the jail, proceeded to investigate the evidence against him. the result was the deduction of the facts above related, upon which he was sentenced to receive seventy-eight lashes upon the bare back. the sentence was carried into effect the same afternoon-smith and mexican passing through the ordeal together. smith has made tracks and is now at liberty to resume his profession."
preciv322,0,"no decision had been rendered. numerous outrages had been committed on calaveras by spanish americans. several horse-thieves had been arrested and summarily executed by judge lynch. doctor gregor, a native of scotland, murdered at sonora the 21st september. the shasta courier has further indian outrages committed in the interior. business generally active and prosperous."
preciv323,0,"the mining news from every quarter is cheering. numerous outrages had been committed by spanish americans. several horse thieves have been hung by lynch law. doctor gregor, a scotchman, has been murdered at sonora. indian outrages in the interior continue. business is active and prosperous everywhere."
preciv324,0,"celestial lynching. on monday last a chinaman was caught in the act of robbing a store in this city, which he had entered through the window. the proprietor turned him over to his countrymen, who tied him up and whipped him until he was finally rescued by some of our citizens. they seemed exceedingly jealous in punishing the offense, each one taking a hand at the flogging as they had occasion to pass that way."
preciv325,0,"lynching.-on monday night last a negro was arrested at beal's bar, for stealing a watch. a people's jury was empanelled, the theft confessed, and thirty-nine lashes duly administered."
preciv326,0,"this lecture netting $1,900 for the benefit of kossuth's mother and sisters will be generally read throughout the world, and cannot fail to make an impression. 'the express messenger', a beautiful semi-monthly publication brim full of california matters, and the affairs of the pacific and caribbean, this week has in type very humorous yet graphic diary by a gold-dust digger. i have now before me a private letter from the same correspondent, written from valley forge, deer creek, in the latter part of may last, the following brief extract illustrates the beauties of lynch law. 'i have just returned (he says) from a miner's trial—almost an execution. rather the miners around here were called together last evening to take measures to liberate a man who was in custody of some other miners, three miles below, for stealing, and who had been sentenced by them to be hung today. it was voted that a fair trial, or deliver him up to the authorities nevada, nearby which latter we did after some hard talking on both sides. 'it appears that the prisoner had been living in a cabin and working with two others, one portugee, the other, like himself, an american. all three had their dust buried separately in the cabin recently, the portugee discovered that his pile (valued at $1,500) had been detracted, and he procured the arrest of his companions, and their trial by the lynch code. one was acquitted, and the other convicted by a half-drunken jury upon no other evidence than the mere fact that he knew where the portugee had buried his treasure and he would have no doubt been now dangling from a tree, with the crows and buzzards hovering over him impatient for a meal if we had not gone to his aid. i tell you the poor fellow looked happy when he along with us; for, though not free, he was among men who would not see him wronged. there were about 20 of us."
preciv327,0,"there have been the usual number of affrays and consulates at the mines and in the cities during the fortnight. in this city the burglarious operations which were so common have suddenly ceased. in the mines the punishment accorded by lynch court has had the effect of preserving order in most places. occasionally the propensity to commit crime breaks through the severe restrictions, and in these cases justice is not tardily administered when the culprit is taken. the sentence for petty thefts is usually whipping and banishment from the mines. horse stealing is punished at the end of a pendant rope."
preciv329,0,"a gambler lynched on the mississippi. - the louisville courier states that recently a party of returned californians left new orleans for st. louis and that during the trip a gambler named williamson induced one of them to enter his state-room, and persuaded him to take a glass of liquor, which it appears was drugged with morphine. the californian was immediately taken ill, but soon recovered, and would have shot williamson dead on the spot but for the interference of the captain. on reaching a place named hickman, the passengers took the law into their own hands, and seizing the offender, proceeded to the woods, tied him up to a tree, and gave him sixty-seven lashes on his bare back, and turned him loose."
preciv33,0,"the weatherford (texas) white man gives a bad account of affairs on the extreme frontier. between drought, indian alarms and abolition excitement, the country seems to be in a state of agitation and confusion. the white man gives an account of the lynching of a man in buchanan county, under the charge of being a horse thief, and the hanging of another near weatherford, under the charge of being an abolitionist. that paper says: not a week passes that we do not hear of fresh depredations by indians. in palo pinto county we learn that nearly one hundred head of horses have been stolen within the last two weeks. a short time since a negro man, the property of mr."
preciv330,0,"murder and lynching at san antonio - we learn the following particulars of an inhuman murder and its signal punishment, which occurred at a place near san jose, called san antonio, last friday week. a mexican and peruvian were traveling in company, peddling goods. they arrived at san antonio on the afternoon of friday, and asked permission of the occupant of the house to stay there all night, which was granted. while sleeping under the corridor, which place they had selected in order that they might protect their goods, an indian cook stealthily approached, and striking the mexican on the head, nearly severed it at one blow, killing him instantly."
preciv331,0,"lynching at san gabriel. just as we go to press we learn that an indian was hung by the citizens of san gabriel, this morning, for murdering another indian last evening. our informant says, 'the one murdered was a fine sober lad; the other, great scamp.' los angeles star, april 2."
preciv333,0,"a great villain. - the man john b. harden, lately hung by lynch law in milton, florida, with a negro, for murder, confessed the crime, and said he richly deserved death, for he had been a villain all his life. he had twenty wives living, and had killed sixteen men, and all he was sorry for was that he was not permitted to live long enough to kill four more. repentance and remorse were strangers to him. he said his father and brother had both been hung."
preciv334,0,"although the latter were unarmed, they made desperate resistance with stools and benches. one of the americans in the tent was killed, and all the rest more or less wounded, one of them so dangerously he is not expected to live. a mexican was caught today, and on confessing having been accessory to the facts was hung by order of judge lynch."
preciv335,0,"the lynch law executers in california. it will be remembered that when first the intelligence reached us that so-called vigilante committee had been formed at san francisco on lynch-law principles, and that, instead of endeavoring to make the courts purer and more efficient, the committee assumed to be independent of and superior to the law and its officers, we deprecated the whole movement as containing the very essence of anarchy and misrule, as in fact substituting violence and an irresponsible authority for recognized institutions with officers accountable to the people. we saw in that step the introduction of a principle that sooner or later must work mischief, for principles are indestructible and operative, and must produce results. the emergency of the case was pressed deeply and told that in no other way could life and property be protected, that the committee were all honorable, that the popular sentiment was entirely with them, a fact which undoubtedly at one time was true, shown by the hideous longing for an exception evinced by the populace when whitaker and mckenzie hung. the ground assumed in these columns with reference to the vigilance committee system was, that it was wrong in principle and would therefore eventually become evil in practice, that assumption of authority vested elsewhere by the people, and by them legitimately transferred, to the vigilance committee, that it was not merely a location of magisterial and executive power but violent opposition to the laws and constitution of the state, despotic administration of life and death, and of unheard-of punishments, and of chamber examinations and convictions all tending to demoralize and debase the people, by making them familiar with summary convictions and executions without the show of mercy and forbearance or decent ceremony."
preciv336,0,"lynching.- a case of lynching came off at sweetland's the past week under the following circumstances. a company of kanakas were stopping in that vicinity, among whom was a boy of some twelve years of age. one of the kanakas, for some slight offense, severely beat the boy, and finally kicked him in the breast with such violence as to deprive him of consciousness. the miners took the kanaka and sentenced him to be hung, but afterwards concluded to let him off with fifty lashes."
